Brand,Model,Price,Boite vitesse,Carrosserie,Couleur extérieure,Couleur intérieure,Cylindrée,Gouvernorat,Génération,Kilométrage,Mise en circulation,Moteur,Nombre de places,Nombre de portes,Puissance,Puissance cumulée,Puissance fiscale,Puissance thermique,Sellerie,Transmission,Énergie
Mercedes-Benz,Classe A,129 000DT,Automatique,Compacte,Blanc,Noir,2000cm³,Tunis,(W177) Hatchback03/2018 - 02/2023,90000km,01.2020,,5,4,,,9cv,,Cuir intégral,Traction,Essence
Audi,A3 Berline,52 000DT,Manuelle,Berline,Gris Shark,Marron,1197cm³,Tunis,Série 3 Limousine (8VS)05/2013 - 04/2016,130000km,12.2014,,5,5,,,5cv,,Cuir intégral,Traction,Essence
KIA,Rio 5p,49 000DT,Manuelle,Citadine,Noir,Noir,1197cm³,Médenine,IV11/2016 - 09/2020,98000km,06.2018,1.2 i-CVVT 16V,5,5,84ch dyn,,5cv,,Tissu,Traction,Essence
Mercedes-Benz,GLC Coupé,247 000DT,Automatique,SUV/4x4,Blanc,Noir,1991cm³,Tunis,(C253) Coupé Phase 204/2019 - 10/2022,70000km,10.2020,300 e 2.0 i 16V 320 EQ Power 4MATIC 9G-TRONIC,5,5,,320ch dyn,12cv,211ch dyn,Cuir intégral,Propulsion,Hybride rechargeable essence
Peugeot,Partner,29 500DT,Manuelle,Utilitaire,Blanc,Gris,1600cm³,Ariana,(B9) Utilitaire Phase 204/2015 - 10/2018,203000km,01.2017,L1 600kg 1.6 Blue HDi FAP Fourgon,2,4,99ch dyn,,5cv,,Tissu,Traction,Diesel
Mahindra,KUV 100,37 500DT,Manuelle,Autres,Rouge,Noir,899cm³,Ariana,01/2016 - Aujourd'hui,9000km,02.2024,,4,4,,,5cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe E,155 000DT,Automatique,Berline,Noir,Beige,1997cm³,Ariana,(213) Berline01/2016 - 09/2020,145000km,10.2017,200 2.0 i 16V 9G-TRONIC,5,4,184ch dyn,,10cv,,Similicuir,Traction,Essence
Iveco,Daily Simple Cabine,22 000DT,Manuelle,Autres,Blanc,Gris,899cm³,BenArous,,560000km,10.1999,,3,2,,,11cv,,Similicuir,Traction,Diesel
Dacia,Dokker Van,21 500DT,Manuelle,Utilitaire,Gris argent,Noir,1332cm³,BenArous,Van09/2012 - Aujourd'hui,364000km,03.2018,1.5 dCi DPF eco2,2,4,75ch dyn,,6cv,,Cuir intégral,Traction,Diesel
Audi,A3 Berline,120 000DT,Automatique,Berline,Bleu,Gris,1400cm³,Tunis,Série 4 Limousine11/2019 - Aujourd'hui,56000km,08.2022,,5,4,,,8cv,,Tissu,Traction,Essence
DS,3,30 000DT,Automatique,Coupé,Gris argent,Noir,1600cm³,Tunis,01/2016 - Aujourd'hui,93000km,06.2012,1.6 THP 16V S&S,4,2,150ch dyn,,7cv,,Tissu,Traction,Essence
Peugeot,Landtrek Double Cabine,70 000DT,Manuelle,Pickup,Gris anthracite,Noir,1900cm³,Jendouba,03/2021 - Aujourd'hui,100000km,05.2022,1.9 d  double cabine 4x4,5,4,150ch dyn,,6cv,,Similicuir,Intégrale,Diesel
Mercedes-Benz,Classe A,60 000DT,Manuelle,Berline,Blanc,Noir,1559cm³,Sfax,(W176)09/2012 - 06/2015,138000km,06.2013,180 Turbo 1.6 i 16V Turbo,5,5,122ch dyn,,6cv,,Cuir intégral,Propulsion,Essence
Skoda,Fabia,33 500DT,Manuelle,Citadine,Blanc,Noir,999cm³,Tunis,III08/2014 - 07/2018,113700km,05.2017,,5,5,,,4cv,,Tissu,Traction,Essence
Volkswagen,Golf 6,43 000DT,Automatique,Berline,Bleu,Beige,1197cm³,Ariana,VI 5 Portes10/2008 - 12/2015,194000km,07.2010,1.2 TSI,5,5,105ch dyn,,7cv,,Similicuir,Traction,Essence
Mitsubishi,Attrage,38 700DT,Manuelle,Berline,Rouge,Noir,900cm³,Ariana,,40000km,08.2021,,5,5,,,4cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe E,59 500DT,Automatique,Berline,Noir,Noir,1800cm³,Tunis,(212) Berline01/2010 - 02/2013,300000km,12.2009,,5,4,,,11cv,,Cuir partiel,Propulsion,Essence
KIA,Rio Berline,39 500DT,Manuelle,Berline,Blanc,Gris,1248cm³,Ariana,III Sedan02/2012 - 10/2018,138000km,01.2018,,4,4,,,5cv,,Tissu,Traction,Essence
Mercedes-Benz,CLA,82 000DT,Automatique,Berline,Blanc,Marron,1332cm³,Tunis,(117) Coupé02/2013 - 01/2016,96000km,06.2014,200 1.6 i 16V Turbo,5,4,156ch dyn,,8cv,,Cuir intégral,Traction,Essence
Audi,A3,71 000DT,Manuelle,Berline,Noir,Gris,1200cm³,Sfax,Série 3 Phase 205/2016 - 07/2019,120000km,04.2019,,5,5,,,6cv,,Tissu,Propulsion,Essence
Geely,GX3,45 000DT,Manuelle,SUV/4x4,Rouge,Noir,1498cm³,Tunis,01/2021 - 01/2023,62000km,07.2021,1.5 L,5,4,107ch dyn,,6cv,,Similicuir,Traction,Essence
Peugeot,2008,48 000DT,Manuelle,SUV/4x4,Noir,Noir,1200cm³,Tunis,(A94) 5HB04/2013 - 10/2019,93000km,07.2017,1.2 THP Puretech 12V S&S,5,5,110ch dyn,,5cv,,Tissu,Propulsion,Essence
BMW,X3,240 000DT,Automatique,SUV/4x4,Bleu,Noir,1995cm³,Tunis,,67500km,06.2020,,5,5,,,8cv,,Cuir intégral,Traction,Diesel
Audi,Q2,71 000DT,Automatique,Compacte,Blanc,Noir,999cm³,Ariana,06/2016 - 08/2020,146000km,09.2018,,5,4,,,6cv,,Cuir partiel,Traction,Essence
KIA,Seltos,115 000DT,Automatique,Autres,Bleu,Noir,1353cm³,Sousse,Phase 111/2020 - 12/2024,14150km,04.2023,1.4 T-GDI  boite auto,5,5,140ch dyn,,8cv,,Similicuir,Traction,Essence
Mercedes-Benz,Classe C,116 000DT,Automatique,Berline,Noir,Noir,1600cm³,LaManouba,(205) Berline03/2014 - 04/2021,94000km,12.2019,200 CDi 1.6 CDI 16V 7G-TRONIC BlueTEC,4,4,136ch dyn,,6cv,,Cuir partiel,Propulsion,Diesel
KIA,Picanto,46 000DT,Automatique,Citadine,Gris Shark,Noir,1200cm³,Sousse,(JA)03/2017 - 07/2020,60000km,01.2020,1.2 MPi 16V,5,5,84ch dyn,,5cv,,Cuir intégral,Traction,Essence
Mercedes-Benz,CLA,86 000DT,Automatique,Berline,Blanc,Beige,1500cm³,Sfax,(117) Coupé02/2013 - 01/2016,111000km,04.2015,,5,4,,,8cv,,Similicuir,Traction,Essence
Geely,GX3,54 000DT,Automatique,SUV/4x4,Autre,Noir,1498cm³,Ariana,01/2021 - 01/2023,46600km,09.2021,,5,4,,,6cv,,Similicuir,Traction,Essence
Fiat,Siena,19 000DT,Manuelle,Berline,Bleu,Noir,2007cm³,Béja,FL01/2002 - 12/2011,240000km,06.2007,,5,4,,,5cv,,Similicuir,Traction,Essence
Renault,Clio,40 000DT,Manuelle,Citadine,Noir,Noir,1199cm³,Bizerte,IV 5 Portes11/2012 - 10/2016,155000km,01.2020,1.2 16V,5,5,75ch dyn,,4cv,,Similicuir,Traction,Essence
Peugeot,206,20 000DT,Manuelle,Citadine,Bleu,Noir,1600cm³,Mahdia,09/1998 - 02/2009,260000km,07.2007,,5,4,,,6cv,,Similicuir,Traction,Essence
Hyundai,Staria 9 places,149 000DT,Manuelle,Monospace,Blanc,Noir,2199cm³,Tunis,,56000km,08.2022,,9,5,,,11cv,,Tissu,Traction,Diesel
Renault,Clio,43 500DT,Manuelle,Coupé,Gris anthracite,Noir,999cm³,Ariana,V Société09/2019 - Aujourd'hui,171000km,10.2019,1.0 TCe 12V S&S,5,5,100ch dyn,,5cv,,Similicuir,Traction,Essence
Chery,Tiggo 2,40 000DT,Manuelle,Autres,Gris anthracite,Gris,1497cm³,Médenine,I05/2019 - 02/2022,100000km,01.2020,1.5,5,4,106ch dyn,,6cv,,Similicuir,Traction,Essence
Ssangyong,XLV,65 000DT,Manuelle,SUV/4x4,Blanc,Noir,1598cm³,Tunis,XLV03/2016 - 07/2021,48000km,06.2018,160 1.6 e-XGi 16V 2WD,5,5,128ch dyn,,7cv,,Tissu,Traction,Essence
Hyundai,Grand i10,43 500DT,Manuelle,Citadine,Gris Shark,Gris,998cm³,Sfax,II phase 111/2020 - 11/2023,77061km,04.2022,1.0 65cv populaire,5,4,65ch dyn,,4cv,,Tissu,Traction,Essence
MG,ZS,70 500DT,Manuelle,SUV/4x4,Blanc,Noir,1498cm³,Tunis,ZS SUV Phase 211/2021 - Aujourd'hui,31000km,06.2023,1.5 L,5,5,115ch dyn,,7cv,,Similicuir,Traction,Essence
Mahindra,KUV 100,35 000DT,Manuelle,Compacte,Gris argent,Noir,1198cm³,Nabeul,01/2016 - Aujourd'hui,70000km,04.2022,,5,4,,,5cv,,Tissu,Traction,Essence
BMW,Série 5,98 000DT,Automatique,Berline,Gris anthracite,Gris,1995cm³,Tunis,(G30) Berline02/2017 - 06/2020,112000km,03.2016,518d 2.0 d 16V Steptronic8,5,4,150ch dyn,,7cv,,Cuir intégral,Intégrale,Diesel
Ssangyong,Tivoli,51 000DT,Manuelle,Autres,Blanc,Autre,1597cm³,Sfax,03/2015 - 05/2019,104000km,05.2017,160 1.6 e-XGi 16V 2WD,5,5,128ch dyn,,7cv,,Tissu,Traction,Essence
BMW,X5,115 000DT,Automatique,Autres,Marron,Autre,2993cm³,Monastir,(E70) LCI03/2010 - 06/2013,126000km,09.2010,40d xDrive 3.0 d 24V DPF,5,5,306ch dyn,,10cv,,Cuir partiel,Traction,Diesel
KIA,Picanto,45 000DT,Manuelle,Utilitaire,Beige,Noir,998cm³,Nabeul,(JA)03/2017 - 07/2020,4350km,05.2022,1.0 MPi 12V,5,5,67ch dyn,,4cv,,Tissu,Traction,Essence
Peugeot,508,28 000DT,Manuelle,Berline,Blanc,Noir,6998cm³,Tunis,I Berline09/2010 - 09/2014,225000km,07.2011,1.6 THP 16V,5,5,156ch dyn,,9cv,,Tissu,Traction,Essence
BMW,X5,34 900DT,Automatique,SUV/4x4,Gris argent,Beige,3000cm³,Ariana,(E53)01/2000 - 11/2006,315000km,03.2003,3.0 d 24V,5,4,184ch dyn,,12cv,,Cuir intégral,Intégrale,Diesel
Citroën,C5,43 000DT,Manuelle,Berline,Noir,Noir,1560cm³,Tunis,(X7) Cross Tourer03/2014 - 06/2017,176000km,11.2011,1.6 e-HDi FAP Hydractive BMP6 S&S,5,5,114ch dyn,,6cv,,Tissu,Traction,Diesel
Audi,A4,34 900DT,Manuelle,Autres,Noir,Beige,1798cm³,Gabès,III Phase 1 (B8)01/2008 - 10/2011,277000km,04.2009,,5,4,,,7cv,,Cuir intégral,Intégrale,Essence
KIA,XCeed,104 000DT,Automatique,SUV/4x4,Noir,Noir,1500cm³,Bizerte,Phase 104/2022 - 10/2023,20000km,04.2022,,5,5,,,9cv,,Cuir partiel,Traction,Essence
Volkswagen,Passat,57 000DT,Manuelle,Berline,Noir,Autre,1395cm³,Ariana,B8 Berline08/2014 - 07/2019,191000km,07.2016,1.4 TSI 16V,5,4,150ch dyn,,7cv,,Tissu,Traction,Essence
Hyundai,Grand i10,45 900DT,Manuelle,Citadine,Blanc,Noir,998cm³,Sousse,II phase 111/2020 - 11/2023,33500km,07.2022,1.0 65cv populaire,5,5,65ch dyn,,4cv,,Tissu,Traction,Essence
Hyundai,Grand i10,42 500DT,Manuelle,Berline,Gris Shark,Noir,1000cm³,Nabeul,II phase 111/2020 - 11/2023,60000km,08.2022,1.0 65cv populaire,5,4,65ch dyn,,4cv,,Tissu,Propulsion,Essence
Audi,A1 Sportback,69 000DT,Automatique,Compacte,Blanc,Noir,1395cm³,Tunis,I Phase 2 Sportback11/2014 - 07/2018,47900km,01.2018,1.4 TSI 16V S-Tronic (7 rapports),5,5,125ch dyn,,6cv,,Tissu,Traction,Essence
KIA,Rio 5p,61 000DT,Manuelle,Citadine,Gris Shark,Noir,1197cm³,Sousse,IV Phase 209/2020 - Aujourd'hui,31000km,02.2023,1.2 i-CVVT 16V ISG,5,5,84ch dyn,,5cv,,Similicuir,Traction,Essence
Peugeot,206+,24 000DT,Manuelle,Citadine,Noir,Noir,1124cm³,BenArous,03/2009 - 01/2013,142000km,03.2012,,5,4,,,4cv,,Similicuir,Traction,Essence
Nissan,Qashqai,39 500DT,Manuelle,SUV/4x4,Noir,Noir,1461cm³,Nabeul,I Phase 2 (J10E)01/2010 - 11/2013,245000km,07.2011,1.5 dCi DPF 2WD,5,5,110ch dyn,,6cv,,Cuir intégral,Traction,Diesel
BMW,Série 4 Gran Coupé,103 000DT,Automatique,Berline,Noir,Beige,1499cm³,Nabeul,(F36) LCI Gran Coupé03/2017 - 07/2021,210000km,03.2020,,5,4,,,7cv,,Similicuir,Traction,Essence
Peugeot,Bipper,21 500DT,Manuelle,Utilitaire,Gris argent,Noir,1248cm³,Zaghouan,12/2007 - 01/2018,158000km,05.2017,1.3 HDi Fourgon 16V,2,5,80ch dyn,,5cv,,Tissu,Traction,Diesel
Nissan,Qashqai,37 500DT,Manuelle,SUV/4x4,Gris Shark,Noir,1995cm³,Ariana,I (J10E)03/2007 - 01/2010,231000km,01.2009,2.0 dCi 16V DPF 2WD,5,5,150ch dyn,,6cv,,Cuir intégral,Traction,Diesel
Seat,Leon,60 000DT,Manuelle,Coupé,Gris argent,Gris,1200cm³,BenArous,III (5F1) 5 portes Phase 211/2016 - 11/2019,140000km,06.2018,,5,5,,,6cv,,Tissu,Traction,Essence
Audi,A3 Sportback,69 000DT,Manuelle,Coupé,Gris argent,Noir,1000cm³,BenArous,Série 3 Phase 2 Sportback05/2016 - 07/2019,210000km,06.2018,,5,5,,,6cv,,Alcantara,Traction,Essence
Hyundai,Grand i10,50 000DT,Automatique,Citadine,Rouge,Noir,998cm³,Ariana,II phase 111/2020 - 11/2023,25000km,08.2023,1.0 65cv boite auto populaire,5,5,65ch dyn,,4cv,,Tissu,Traction,Essence
KIA,Sportage,85 000DT,Automatique,SUV/4x4,Gris argent,Noir,1685cm³,Nabeul,IV Phase 109/2015 - 07/2018,177108km,06.2018,,5,5,,,7cv,,Cuir intégral,Propulsion,Diesel
Renault,Megane Sedan,47 000DT,Manuelle,Citadine,Noir,Noir,1200cm³,Tunis,IV Sedan11/2016 - 06/2020,200000km,05.2019,1.3 TCe 16V GPF,5,4,140ch dyn,,6cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe C,125 000DT,Automatique,Berline,Noir,Noir,1589cm³,Tunis,(205) Berline03/2014 - 04/2021,79000km,12.2020,200 CDi 1.6 CDI 16V 9G-TRONIC BlueTEC,5,5,160ch dyn,,8cv,,Cuir intégral,Traction,Diesel
Audi,A5 Sportback,120 000DT,Automatique,Autres,Noir,Noir,1980cm³,Tunis,II Sportback09/2016 - 10/2019,95000km,12.2019,35 2.0 TFSi 16V GPF Mild Hybrid S-Tronic,5,5,,,8cv,150ch dyn,Similicuir,Traction,Hybride essence
BMW,Série 1,135 000DT,Automatique,Compacte,Blanc,Gris,1500cm³,Ariana,(F40) 5 portes09/2019 - Aujourd'hui,17000km,09.2022,116i 1.5 i 12V DCT7,5,5,109ch dyn,,6cv,,Tissu,Traction,Essence
Chery,Tiggo 2,47 000DT,Manuelle,SUV/4x4,Rouge,Noir,1497cm³,Nabeul,I05/2019 - 02/2022,30000km,02.2020,1.5,5,4,106ch dyn,,6cv,,Cuir partiel,Traction,Essence
Fiat,Bravo,20 000DT,Manuelle,Berline,Vert,Gris,1598cm³,Ariana,II (198)02/2007 - 12/2009,240000km,10.2008,1.4 MPi 90cv,5,5,90ch dyn,,6cv,,Tissu,Traction,Essence
Peugeot,308,31 000DT,Manuelle,Citadine,Noir,Noir,1560cm³,Nabeul,I (T7) 5 Portes09/2007 - 06/2013,230000km,04.2010,,5,5,,,5cv,,Tissu,Traction,Diesel
Chevrolet,Cruze,36 500DT,Manuelle,Berline,Gris Shark,Autre,1598cm³,Tunis,,180000km,01.2019,,4,5,,,7cv,,Tissu,Traction,Essence
Volkswagen,Jetta,45 000DT,Manuelle,Citadine,Noir,Rouge,1390cm³,Tunis,IV Phase 207/2014 - 12/2017,197000km,11.2015,1.4 TSI 16V,5,4,122ch dyn,,7cv,,Similicuir,Propulsion,Essence
Chery,Tiggo 2,46 000DT,Manuelle,SUV/4x4,Noir,Noir,1497cm³,Médenine,I05/2019 - 02/2022,90000km,11.2020,1.5,5,5,106ch dyn,,6cv,,Tissu,Traction,Essence
Isuzu,D-Max Double Cabine,77 500DT,Manuelle,Pickup,Noir,Noir,3000cm³,Sfax,,203000km,06.2011,,5,4,,,12cv,,Tissu,Traction,Diesel
BMW,Série 4 Gran Coupé,93 000DT,Automatique,Autres,Noir,Beige,1000cm³,Ariana,(F36) Gran Coupé03/2014 - 02/2017,135000km,04.2016,,5,4,,,10cv,,Cuir intégral,Traction,Essence
Mercedes-Benz,Classe E,140 000DT,Automatique,Berline,Autre,Marron,1800cm³,Nabeul,(213) Berline01/2016 - 09/2020,84000km,08.2017,180 1.5 16V 9G-TRONIC  Boite auto,5,5,156ch dyn,,9cv,,Alcantara,Propulsion,Essence
Haval,H6,99 000DT,Automatique,SUV/4x4,Noir,Noir,1499cm³,Tunis,III01/2022 - Aujourd'hui,86000km,04.2022,1.5 T 150cv boite auto,5,5,150ch dyn,,8cv,,Similicuir,Traction,Essence
Volkswagen,Golf 7,43 000DT,Manuelle,Citadine,Noir,Autre,1197cm³,Tunis,VII 5 Portes08/2012 - 10/2016,170000km,05.2013,1.2 TSI 16V Blue Motion S&S,5,5,86ch dyn,,5cv,,Cuir intégral,Traction,Essence
KIA,Rio 5p,39 500DT,Manuelle,Coupé,Marron,Gris,1248cm³,LaManouba,III Phase 2 5 Portes09/2014 - 10/2016,125000km,07.2016,1.2 i-CVVT 16V,5,5,85ch dyn,,5cv,,Similicuir,Traction,Essence
Skoda,Octavia,93 000DT,Automatique,Berline,Gris Shark,Gris,1400cm³,Nabeul,(NX3)03/2020 - Aujourd'hui,70000km,08.2023,,5,5,,,8cv,,Alcantara,Traction,Essence
Tata,Xenon SC,60 000DT,Manuelle,Pickup,Rouge,Gris,2179cm³,Ariana,,141000km,09.2017,,5,4,,,7cv,,Tissu,Intégrale,Diesel
Mahindra,KUV 100,38 000DT,Manuelle,Citadine,Gris argent,Noir,1200cm³,BenArous,01/2016 - Aujourd'hui,10700km,02.2024,1.2 82cv,5,5,82ch dyn,,5cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe C coupé,115 000DT,Automatique,Coupé,Noir,Marron,1595cm³,Tunis,(205) Coupé09/2015 - 04/2021,270000km,10.2017,,4,2,,,9cv,,Cuir intégral,Propulsion,Essence
Volkswagen,Golf 8,138 000DT,Automatique,Citadine,Gris anthracite,Noir,1499cm³,Nabeul,VIII Hatchback07/2019 - Aujourd'hui,44500km,05.2021,GTE 1.4 TSi 16V 245 Plug in Hybrid DSG6,5,5,,245ch dyn,8cv,150ch dyn,Cuir partiel,Traction,Hybride rechargeable essence
Suzuki,Swift,39 000DT,Manuelle,Compacte,Gris argent,Noir,1200cm³,Tunis,V06/2018 - Aujourd'hui,65000km,09.2022,1.2 L,5,5,85ch dyn,,5cv,,Tissu,Traction,Essence
Nissan,Patrol,68 000DT,Manuelle,SUV/4x4,Noir,Noir,2800cm³,Bizerte,GR (Y60)09/1988 - 09/1997,319000km,09.1992,2.8 TD Break 115cv,5,5,115ch dyn,,11cv,,Cuir intégral,Propulsion,Diesel
Opel,Corsa,22 000DT,Manuelle,Citadine,Blanc,Noir,1000cm³,Tunis,D 3 portes Phase 212/2010 - 09/2014,195000km,11.2010,1.4 i 16V ecoFLEX S&S,5,2,100ch dyn,,4cv,,Cuir intégral,Traction,Essence
Citroën,Jumpy Combi,42 000DT,Manuelle,Monospace,Blanc,Noir,1600cm³,Nabeul,III VP05/2016 - Aujourd'hui,273000km,04.2017,,9,3,,,6cv,,Tissu,Traction,Diesel
Ford,Ecosport,61 900DT,Manuelle,SUV/4x4,Bleu,Noir,900cm³,Sfax,Phase 311/2017 - Aujourd'hui,71000km,12.2019,,5,4,,,7cv,,Tissu,Traction,Essence
Ssangyong,Tivoli,69 000DT,Automatique,SUV/4x4,Blanc,Noir,1600cm³,Sousse,Phase 205/2019 - Aujourd'hui,89000km,04.2020,1.5 T-GDi 16V 2WD,5,5,163ch dyn,,8cv,,Cuir intégral,Traction,Essence
Renault,Fluence,35 000DT,Manuelle,Autres,Gris argent,Beige,4000cm³,Sousse,11/2009 - 06/2013,217000km,11.1992,1.5 dCi FAP eco2,5,4,110ch dyn,,6cv,,Tissu,Propulsion,Diesel
Peugeot,Boxer,14 000DT,Manuelle,Utilitaire,Blanc,Noir,1219cm³,BenArous,,200100km,06.2007,,3,2,,,7cv,,Tissu,Traction,Diesel
Peugeot,2008,34 000DT,Manuelle,SUV/4x4,Blanc,Noir,1199cm³,Ariana,(A94) 5HB04/2013 - 10/2019,136000km,09.2014,,5,5,,,5cv,,Tissu,Traction,Essence
Peugeot,3008,85 000DT,Automatique,SUV/4x4,Vert,Gris,1199cm³,Monastir,II07/2016 - 08/2020,107000km,10.2019,,5,5,,,7cv,,Cuir partiel,Traction,Essence
Mercedes-Benz,Classe C,73 000DT,Manuelle,Berline,Noir,Beige,2143cm³,Monastir,(204) Berline01/2007 - 02/2011,93320km,10.2011,200 CDi 2.1 CDI 16V BlueEFFICIENCY,5,5,136ch dyn,,7cv,,Cuir partiel,Propulsion,Diesel
Peugeot,308,63 000DT,Automatique,Compacte,Noir,Noir,1198cm³,Mahdia,II (T9) Phase II09/2017 - 07/2021,113000km,02.2020,1.2 THP Puretech 12V GPF EAT8,5,5,130ch dyn,,7cv,,Cuir partiel,Traction,Essence
KIA,Cerato,25 200DT,Manuelle,Berline,Gris argent,Marron,1591cm³,Tunis,Berline01/2004 - 12/2008,213000km,01.2010,1.6 i Berline 105cv,5,4,105ch dyn,,7cv,,Similicuir,Traction,Essence
KIA,Stonic,119 485DT,Manuelle,SUV/4x4,Bleu,Noir,1000cm³,Mahdia,Phase 207/2020 - Aujourd'hui,25000km,01.2024,1.0 T-GDi 12V GPF mHEV ISG,5,5,,,6cv,100ch dyn,Similicuir,Traction,Hybride essence
Fiat,Qubo,25 000DT,Manuelle,Monospace,Rouge,Noir,900cm³,Nabeul,05/2008 - 01/2016,250000km,08.2009,,5,3,,,6cv,,Cuir intégral,Intégrale,Diesel
Mercedes-Benz,GLC,260 000DT,Automatique,Coupé,Noir,Noir,1993cm³,Médenine,(X253) SUV Phase 204/2019 - 10/2022,54000km,06.2020,,5,5,,,10cv,,Cuir intégral,Intégrale,Diesel
BMW,Série 5,14 000DT,Manuelle,Berline,Noir,Noir,2443cm³,BenArous,(E34) Touring10/1991 - 12/1996,320000km,06.1990,525td 2.5 TD 115cv,5,5,115ch dyn,,7cv,,Similicuir,Traction,Diesel
Citroën,C4 Cactus,37 000DT,Manuelle,Citadine,Rouge,Noir,1199cm³,Tunis,05/2014 - 11/2017,155000km,05.2015,,5,4,,,5cv,,Similicuir,Traction,Essence
Peugeot,2008,36 000DT,Manuelle,SUV/4x4,Gris Shark,Noir,1199cm³,Ariana,(A94) 5HB04/2013 - 10/2019,162000km,03.2014,1.2 VTi 12V,5,5,82ch dyn,,5cv,,Similicuir,Traction,Essence
Renault,Megane,22 900DT,Manuelle,Berline,Beige,Gris,1000cm³,Ariana,II Berline 4 portes09/2003 - 10/2008,320500km,08.2008,,5,4,,,6cv,,Tissu,Traction,Essence
Dacia,Dokker Van,42 000DT,Manuelle,Utilitaire,Gris anthracite,Gris,1461cm³,Tunis,Combi09/2012 - Aujourd'hui,97000km,07.2020,1.5 dCi DPF eco2,2,3,75ch dyn,,6cv,,Similicuir,Traction,Diesel
Renault,Clio,43 800DT,Manuelle,Citadine,Rouge,Gris,899cm³,Ariana,IV 5 Portes Phase 211/2016 - 08/2020,64000km,01.2021,0.9 TCe 12V Energy S&S,5,5,90ch dyn,,4cv,,Tissu,Traction,Essence
Hyundai,Tucson,86 000DT,Automatique,SUV/4x4,Autre,Noir,1700cm³,Sousse,III07/2015 - 07/2018,180000km,11.2016,1.7 CRDi 16V 2WD DCT7 S&S,5,5,141ch dyn,,9cv,,Cuir intégral,Traction,Diesel
Haval,Jolion,84 000DT,Automatique,SUV/4x4,Marron,Marron,1479cm³,Tunis,Phase 106/2021 - 08/2024,70000km,07.2021,1.5 T,8,5,143ch dyn,,9cv,,Cuir intégral,Traction,Essence
Volkswagen,Tiguan,72 500DT,Manuelle,SUV/4x4,Beige,Gris,1968cm³,Ariana,I Phase 205/2011 - 12/2015,180000km,06.2014,2.0 TDi 16V DPF BlueMotion,5,5,150ch dyn,,6cv,,Similicuir,Traction,Diesel
Mercedes-Benz,Classe C,229 000DT,Automatique,Berline,Blanc,Beige,1496cm³,Sousse,(206) Berline04/2021 - Aujourd'hui,2740km,10.2022,180 1.5 i 16V EQ Boost 9G-TRONIC,5,4,170ch dyn,,9cv,,Similicuir,Propulsion,Essence
KIA,Rio 5p,45 000DT,Manuelle,Citadine,Bleu,Gris,1248cm³,Tunis,III Phase 2 5 Portes09/2014 - 10/2016,98000km,11.2015,,5,5,,,5cv,,Tissu,Traction,Essence
Audi,A3 Berline,140 000DT,Automatique,Berline,Noir,Gris,1400cm³,BenArous,Série 4 Limousine11/2019 - Aujourd'hui,20000km,06.2022,,5,5,,,8cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe C,52 000DT,Manuelle,Berline,Gris argent,Noir,2000cm³,Ariana,(204) Berline01/2007 - 02/2011,286000km,09.2010,,5,5,,,7cv,,Tissu,Propulsion,Diesel
Ford,Fiesta,38 500DT,Manuelle,Citadine,Bleu,Noir,999cm³,Sfax,VI 5 portes10/2008 - 05/2013,131000km,09.2017,1.25 i 16V,5,5,82ch dyn,,5cv,,Tissu,Traction,Essence
Volkswagen,Caddy,48 000DT,Manuelle,Utilitaire,Autre,Noir,1600cm³,Tunis,IV Van06/2015 - 12/2020,114000km,09.2019,1.6 TDI 16V,2,2,75ch dyn,,5cv,,Tissu,Traction,Diesel
Volkswagen,Golf 7,42 500DT,Manuelle,Compacte,Gris argent,Gris,1197cm³,Nabeul,VII 5 Portes08/2012 - 10/2016,200000km,12.2013,,5,5,,,5cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe A,55 000DT,Manuelle,Citadine,Noir,Noir,1595cm³,Ariana,(W176)09/2012 - 06/2015,200000km,03.2015,,5,4,,,6cv,,Similicuir,Intégrale,Essence
Hyundai,Grand i10 Sedan,28 000DT,Manuelle,Citadine,Bleu,Noir,1198cm³,Tunis,01/2015 - 10/2020,150000km,10.2017,,5,5,,,5cv,,Tissu,Traction,Essence
Mercedes-Benz,Classe C,89 000DT,Automatique,Berline,Gris anthracite,Gris,1600cm³,Ariana,(205) Berline03/2014 - 04/2021,157000km,08.2014,180 CGI 1.6 16V CGI 7G-TRONIC+,5,4,156ch dyn,,8cv,,Cuir partiel,Traction,Essence
BMW,Série 5,42 000DT,Automatique,Berline,Noir,Beige,1995cm³,Tunis,(E60) LCI Berline01/2007 - 09/2010,356000km,07.2008,,5,5,,,9cv,,Cuir intégral,Propulsion,Essence
Dacia,Logan,18 000DT,Manuelle,Citadine,Blanc,Gris,1390cm³,Tunis,,217000km,10.2010,,5,4,,,4cv,,Tissu,Traction,Essence
Hyundai,i20,69 000DT,Manuelle,Citadine,Gris argent,Gris,3999cm³,LaManouba,III Phase 110/2020 - 11/2023,1080km,09.2024,1.2 i 16V,5,4,84ch dyn,,4cv,,Tissu,Traction,Essence
